x,y,om,blE,gM,s,t 
519920,2858620,9.777777778,0,90.22222222,0,0
519950,2858620,12,55.55555556,32.44444444,0,0
519980,2858620,0,97.33333333,0,2.666666667,0
520010,2858620,17.33333333,38.22222222,44.44444444,0,0
520040,2858620,14.66666667,0,85.33333333,0,0
520070,2858620,21.77777778,45.77777778,30.66666667,1.777777778,0
520100,2858620,22.66666667,42.22222222,35.11111111,0,0
520130,2858620,10.66666667,35.11111111,54.22222222,0,0
520160,2858620,4.444444444,20.88888889,74.66666667,0,0
520190,2858620,0,0,100,0,0
520220,2858620,0,0,100,0,0
520250,2858620,4.444444444,0,95.55555556,0,0
520280,2858620,0,0,100,0,0
520310,2858620,11.11111111,54.22222222,34.66666667,0,0
520340,2858620,0,100,0,0,0
520370,2858620,8.444444444,63.55555556,25.33333333,2.666666667,0
520400,2858620,0,2.666666667,97.33333333,0,0
520430,2858620,0,42.66666667,57.33333333,0,0
520460,2858620,5.333333333,93.33333333,1.333333333,0,0
520490,2858620,0,100,0,0,0
520520,2858620,4.888888889,65.77777778,29.33333333,0,0
520550,2858620,0.888888889,29.33333333,69.77777778,0,0
520580,2858620,0,96.44444444,0,3.555555556,0
520610,2858620,5.777777778,50.22222222,39.11111111,4.888888889,0
520640,2858620,5.333333333,0,94.66666667,0,0
520670,2858620,0.888888889,0,99.11111111,0,0
520700,2858620,0,0,100,0,0
520730,2858620,0,8.444444444,91.55555556,0,0
520760,2858620,0,70.66666667,28.44444444,0.888888889,0
520790,2858620,0.888888889,0,99.11111111,0,0
520820,2858620,1.777777778,0,98.22222222,0,0
520850,2858620,0,0,100,0,0
520880,2858620,0,0.444444444,99.55555556,0,0
520910,2858620,4.444444444,71.55555556,24,0,0
520940,2858620,1.777777778,0,98.22222222,0,0
520970,2858620,0,8.444444444,91.55555556,0,0
521000,2858620,0.888888889,0,99.11111111,0,0
521030,2858620,0,4.444444444,95.55555556,0,0
521060,2858620,1.333333333,0.888888889,97.77777778,0,0
521090,2858620,0.888888889,28.88888889,70.22222222,0,0
521120,2858620,0.444444444,52.44444444,46.66666667,0.444444444,0
521150,2858620,0.444444444,95.11111111,3.555555556,0.888888889,0
521180,2858620,21.33333333,54.22222222,0,24.44444444,0
521210,2858620,39.55555556,5.777777778,0,54.66666667,0
521240,2858620,75.55555556,0,0,24.44444444,0
521270,2858620,45.33333333,0,0,54.22222222,0.444444444
521300,2858620,92,0,0,8,0
521330,2858620,88.88888889,0.888888889,3.555555556,6.666666667,0
521360,2858620,35.11111111,35.11111111,10.66666667,19.11111111,0
521390,2858620,7.555555556,56.88888889,35.55555556,0,0
521420,2858620,35.11111111,13.33333333,51.55555556,0,0
521450,2858620,67.55555556,13.33333333,19.11111111,0,0
521480,2858620,9.333333333,40.88888889,49.77777778,0,0
521510,2858620,11.55555556,75.11111111,13.33333333,0,0
521540,2858620,0.444444444,99.55555556,0,0,0
521570,2858620,0.444444444,21.33333333,78.22222222,0,0
521600,2858620,0,0,100,0,0
521630,2858620,0.444444444,0,99.55555556,0,0
521660,2858620,4.444444444,30.22222222,65.33333333,0,0
521690,2858620,0,96,4,0,0
521720,2858620,0.444444444,99.55555556,0,0,0
521750,2858620,11.11111111,86.22222222,2.666666667,0,0
521780,2858620,0,99.55555556,0.444444444,0,0
521810,2858620,0,99.11111111,0.888888889,0,0
521840,2858620,0,100,0,0,0
521870,2858620,0.888888889,80.44444444,18.66666667,0,0
521900,2858620,0,35.11111111,64.88888889,0,0
521930,2858620,0,0,100,0,0
521960,2858620,0.888888889,39.11111111,60,0,0
521990,2858620,0.888888889,83.11111111,5.777777778,10.22222222,0
522020,2858620,0,1.333333333,98.66666667,0,0
522050,2858620,0,0,100,0,0
522080,2858620,0,4.888888889,95.11111111,0,0
522110,2858620,0,5.333333333,94.66666667,0,0
522140,2858620,0,9.777777778,90.22222222,0,0
522170,2858620,0,93.33333333,6.666666667,0,0
522200,2858620,0,6.222222222,93.77777778,0,0
522230,2858620,2.222222222,0,97.77777778,0,0
522260,2858620,0,0,100,0,0
522290,2858620,0,12.88888889,87.11111111,0,0
522320,2858620,0,93.77777778,0,6.222222222,0
522350,2858620,3.555555556,45.33333333,0,48.88888889,2.222222222
522380,2858620,3.111111111,47.11111111,0,49.77777778,0
522410,2858620,0,56.44444444,32.88888889,10.66666667,0
522440,2858620,0.444444444,0,99.55555556,0,0
522470,2858620,2.666666667,0,97.33333333,0,0
522500,2858620,0,0,100,0,0
522530,2858620,1.333333333,0,98.66666667,0,0
522560,2858620,0,3.111111111,96.88888889,0,0
522590,2858620,0,23.11111111,76.88888889,0,0
522620,2858620,0,100,0,0,0
522650,2858620,0.888888889,95.11111111,4,0,0
522680,2858620,0,20.44444444,79.55555556,0,0
522710,2858620,0,0,100,0,0
522740,2858620,0,2.222222222,97.77777778,0,0
522770,2858620,0,0,100,0,0
522800,2858620,0,0,100,0,0
522830,2858620,0,0,100,0,0
522860,2858620,0,0,100,0,0
522890,2858620,0,0,100,0,0
522920,2858620,0,0,100,0,0
522950,2858620,0,0,100,0,0
522980,2858620,0,0,100,0,0
523010,2858620,0,0,100,0,0
523040,2858620,0,0,100,0,0
523070,2858620,0,52.44444444,47.55555556,0,0
523100,2858620,13.77777778,85.33333333,0.888888889,0,0
523130,2858620,4,93.33333333,2.666666667,0,0
523160,2858620,0,94.22222222,5.777777778,0,0
523190,2858620,0.444444444,82.66666667,16.88888889,0,0
523220,2858620,0,35.11111111,64.88888889,0,0
523250,2858620,0,0.888888889,99.11111111,0,0
523280,2858620,0,0,100,0,0
523310,2858620,0,0,100,0,0
523340,2858620,4,69.33333333,26.66666667,0,0
523370,2858620,4,8.888888889,87.11111111,0,0
523400,2858620,0,0,100,0,0
523430,2858620,0,0,100,0,0
523460,2858620,13.77777778,40.88888889,45.33333333,0,0
523490,2858620,0,92.88888889,7.111111111,0,0
523520,2858620,0,8.444444444,91.55555556,0,0
523550,2858620,0,0,100,0,0
523580,2858620,0,0,100,0,0
523610,2858620,0,1.777777778,98.22222222,0,0
523640,2858620,2.222222222,4.888888889,92.88888889,0,0
523670,2858620,2.222222222,97.77777778,0,0,0
523700,2858620,9.777777778,90.22222222,0,0,0
523730,2858620,12.44444444,87.55555556,0,0,0
523760,2858620,48.44444444,51.55555556,0,0,0
523790,2858620,50.22222222,34.22222222,14.22222222,0,1.333333333
523820,2858620,6.222222222,12.44444444,81.33333333,0,0
523850,2858620,12.44444444,29.33333333,58.22222222,0,0
523880,2858620,4,28.88888889,67.11111111,0,0
523910,2858620,0,1.333333333,98.66666667,0,0
523940,2858620,0.888888889,52,47.11111111,0,0
523970,2858620,0.888888889,94.66666667,4.444444444,0,0
524000,2858620,8.444444444,60.44444444,31.11111111,0,0
524030,2858620,38.22222222,44.44444444,17.33333333,0,0
524060,2858620,16.88888889,82.66666667,0.444444444,0,0
524090,2858620,11.11111111,24,64.88888889,0,0
524120,2858620,2.222222222,40.88888889,56.88888889,0,0
524150,2858620,11.55555556,74.66666667,13.77777778,0,0
524180,2858620,0.888888889,28.44444444,70.66666667,0,0
524210,2858620,8.444444444,85.77777778,4.444444444,1.333333333,0
524240,2858620,13.77777778,84.88888889,1.333333333,0,0
524270,2858620,92.44444444,6.666666667,0.888888889,0,0
524300,2858620,37.33333333,41.77777778,20.88888889,0,0
524330,2858620,76.44444444,11.55555556,12,0,0
524360,2858620,80.88888889,12.88888889,6.222222222,0,0
524390,2858620,33.77777778,60.44444444,5.777777778,0,0
524420,2858620,1.777777778,28,70.22222222,0,0
524450,2858620,34.22222222,16,49.77777778,0,0
524480,2858620,69.77777778,23.55555556,4.888888889,1.777777778,0
524510,2858620,16,60,0.444444444,23.55555556,0
524540,2858620,6.222222222,91.11111111,2.666666667,0,0
524570,2858620,4.444444444,93.33333333,2.222222222,0,0
524600,2858620,8,91.55555556,0,0.444444444,0
524630,2858620,3.555555556,53.77777778,42.66666667,0,0
524660,2858620,0,0,100,0,0
524690,2858620,0,0,100,0,0
524720,2858620,0,0,100,0,0
524750,2858620,0,0,100,0,0
524780,2858620,8.444444444,23.11111111,68.44444444,0,0
524810,2858620,0.444444444,12.88888889,86.66666667,0,0
524840,2858620,0,0,100,0,0
524870,2858620,0,0,100,0,0
524900,2858620,0.444444444,0,99.55555556,0,0
524930,2858620,0,0,100,0,0
524960,2858620,0,0.444444444,99.55555556,0,0
524990,2858620,25.33333333,0.888888889,73.77777778,0,0
525020,2858620,35.11111111,20.44444444,44.44444444,0,0
525050,2858620,0,0,100,0,0
525080,2858620,0.888888889,17.77777778,81.33333333,0,0
525110,2858620,7.555555556,77.77777778,12.44444444,2.222222222,0
525140,2858620,10.66666667,81.33333333,7.555555556,0.444444444,0
525170,2858620,0.444444444,58.22222222,41.33333333,0,0
525200,2858620,0,0,100,0,0
525230,2858620,11.55555556,28.88888889,59.55555556,0,0
525260,2858620,16,56.88888889,27.11111111,0,0
525290,2858620,12,46.66666667,41.33333333,0,0
525320,2858620,0.444444444,43.11111111,56.44444444,0,0
525350,2858620,18.22222222,60.44444444,21.33333333,0,0
525380,2858620,37.77777778,15.11111111,47.11111111,0,0
525410,2858620,1.333333333,21.77777778,76.88888889,0,0
525440,2858620,7.111111111,28.44444444,64.44444444,0,0
525470,2858620,34.22222222,44.44444444,21.33333333,0,0
525500,2858620,8,76,16,0,0
525530,2858620,10.22222222,59.11111111,30.66666667,0,0
525560,2858620,31.11111111,53.33333333,10.22222222,5.333333333,0
525590,2858620,69.33333333,16.44444444,14.22222222,0,0
525620,2858620,38.66666667,24,37.33333333,0,0
525650,2858620,30.66666667,33.77777778,35.55555556,0,0
525680,2858620,0,40.88888889,59.11111111,0,0
525710,2858620,0,7.555555556,92.44444444,0,0
525740,2858620,0,0,100,0,0
525770,2858620,0.444444444,8.444444444,91.11111111,0,0
525800,2858620,2.666666667,7.111111111,90.22222222,0,0
525830,2858620,8.888888889,13.33333333,77.77777778,0,0
525860,2858620,6.222222222,23.55555556,70.22222222,0,0
525890,2858620,1.777777778,23.11111111,75.11111111,0,0
525920,2858620,1.333333333,9.777777778,88.88888889,0,0
525950,2858620,28.88888889,26.22222222,36.44444444,8.444444444,0
525980,2858620,2.222222222,50.22222222,1.333333333,46.22222222,0
526010,2858620,10.22222222,8.444444444,0,81.33333333,0
526040,2858620,13.33333333,0,0,86.66666667,0
526070,2858620,59.11111111,0,0,40.88888889,0
526100,2858620,38.22222222,0,0,60.88888889,0.888888889
526130,2858620,10.22222222,0.444444444,0,89.33333333,0
526160,2858620,1.333333333,0,0,98.22222222,0.444444444
526190,2858620,0,0,0,100,0
526220,2858620,0,0,0,100,0
526250,2858620,0,0,0,99.11111111,0.888888889
526280,2858620,0,0,0,99.11111111,0.888888889
526310,2858620,0,0,0,96.44444444,3.555555556
526340,2858620,0.888888889,0,0,97.77777778,1.333333333
526370,2858620,1.777777778,0,0,96.88888889,1.333333333
526400,2858620,0,0,0,99.11111111,0.888888889
526430,2858620,0,0,0,94.66666667,5.333333333
526460,2858620,0,0,0,91.55555556,8.444444444
526490,2858620,0,0,0,98.22222222,1.777777778
526520,2858620,0,0,0,98.66666667,1.333333333
526550,2858620,0,0,0,96,4
526580,2858620,0.444444444,0,0,98.22222222,1.333333333
526610,2858620,0,0,0,98.66666667,1.333333333
526640,2858620,0,0,0,99.55555556,0.444444444
526670,2858620,0,0,0,100,0
526700,2858620,0,0,0,99.11111111,0.888888889
526730,2858620,0,0,0,99.11111111,0.888888889
526760,2858620,0,0,0,96,4
526790,2858620,0,0,0,99.55555556,0.444444444
526820,2858620,0,0,0,100,0
526850,2858620,0,0,0,100,0
526880,2858620,0,0,0,100,0
526910,2858620,3.111111111,0,0,92.44444444,4.444444444
526940,2858620,0,0,0,100,0
526970,2858620,0,0,6.666666667,93.33333333,0
518000,2858650,13.77777778,79.55555556,6.666666667,0,0
518030,2858650,20.44444444,54.22222222,25.33333333,0,0
518060,2858650,16,63.11111111,20.88888889,0,0
518090,2858650,8.444444444,88,3.555555556,0,0
518120,2858650,31.55555556,68.44444444,0,0,0
518150,2858650,92.44444444,7.555555556,0,0,0
518180,2858650,45.33333333,54.66666667,0,0,0
518210,2858650,0,100,0,0,0
518240,2858650,21.33333333,78.66666667,0,0,0
518270,2858650,41.33333333,42.22222222,16.44444444,0,0
518300,2858650,28.44444444,32.88888889,38.66666667,0,0
518330,2858650,4.888888889,1.333333333,93.77777778,0,0
518360,2858650,0,0,100,0,0
518390,2858650,0,0,100,0,0
518420,2858650,0,0,100,0,0
518450,2858650,0,0,100,0,0
518480,2858650,9.777777778,24.88888889,65.33333333,0,0
518510,2858650,4.444444444,92,0,3.555555556,0
518540,2858650,4.444444444,9.777777778,85.77777778,0,0
518570,2858650,12.44444444,53.33333333,34.22222222,0,0
518600,2858650,10.22222222,80,9.777777778,0,0
518630,2858650,0,100,0,0,0
518660,2858650,4.444444444,77.77777778,17.77777778,0,0
518690,2858650,43.11111111,6.222222222,50.66666667,0,0
518720,2858650,53.33333333,1.333333333,45.33333333,0,0
518750,2858650,72.44444444,23.11111111,4.444444444,0,0
518780,2858650,8.888888889,84,1.777777778,5.333333333,0
518810,2858650,1.333333333,58.66666667,21.33333333,18.66666667,0
518840,2858650,1.333333333,0,98.66666667,0,0
518870,2858650,9.777777778,0,90.22222222,0,0
518900,2858650,0,0,100,0,0
518930,2858650,0,0,100,0,0
518960,2858650,6.666666667,2.666666667,90.66666667,0,0
518990,2858650,14.22222222,83.55555556,2.222222222,0,0
519020,2858650,4.444444444,9.333333333,86.22222222,0,0
519050,2858650,44.44444444,40.88888889,14.66666667,0,0
519080,2858650,37.77777778,58.66666667,3.555555556,0,0
519110,2858650,76,7.555555556,16.44444444,0,0
519140,2858650,40,2.666666667,57.33333333,0,0
519170,2858650,28,20,48,4,0
519200,2858650,55.11111111,9.333333333,13.77777778,21.33333333,0.444444444
519230,2858650,52.44444444,0,0,46.22222222,1.333333333
519260,2858650,40.44444444,0,0,49.77777778,9.777777778
519290,2858650,59.11111111,0,0,35.11111111,5.777777778
519320,2858650,47.55555556,4.888888889,0.888888889,36.44444444,10.22222222
519350,2858650,48.88888889,13.33333333,8.444444444,25.77777778,3.555555556
519380,2858650,56.88888889,14.22222222,24,4,0.888888889
519410,2858650,26.66666667,56.88888889,16,0.444444444,0
519440,2858650,59.11111111,16,16,8.888888889,0
519470,2858650,27.11111111,0.444444444,71.11111111,1.333333333,0
519500,2858650,48.88888889,0.444444444,49.77777778,0.888888889,0
519530,2858650,46.66666667,20.44444444,32.88888889,0,0
519560,2858650,2.666666667,66.22222222,31.11111111,0,0
519590,2858650,11.55555556,85.77777778,2.666666667,0,0
519620,2858650,16.44444444,32.88888889,50.66666667,0,0
519650,2858650,0,0,100,0,0
519680,2858650,0,0,100,0,0
519710,2858650,16.88888889,43.55555556,39.55555556,0,0
519740,2858650,0,100,0,0,0
519770,2858650,15.55555556,82.22222222,2.222222222,0,0
519800,2858650,42.22222222,23.55555556,34.22222222,0,0
519830,2858650,0,0,100,0,0
519860,2858650,26.22222222,21.33333333,52.44444444,0,0
519890,2858650,21.33333333,48.44444444,30.22222222,0,0
519920,2858650,6.666666667,0,93.33333333,0,0
519950,2858650,11.11111111,47.11111111,41.77777778,0,0
519980,2858650,0.888888889,92.44444444,0.888888889,5.777777778,0
520010,2858650,12.88888889,47.55555556,39.55555556,0,0
520040,2858650,1.333333333,0,98.66666667,0,0
520070,2858650,20.44444444,2.222222222,77.33333333,0,0
520100,2858650,10.22222222,0.888888889,88.88888889,0,0
520130,2858650,5.777777778,50.66666667,43.55555556,0,0
520160,2858650,10.22222222,45.33333333,41.77777778,2.666666667,0
520190,2858650,0,0,100,0,0
520220,2858650,0,0,100,0,0
520250,2858650,20.88888889,34.22222222,44.88888889,0,0
520280,2858650,0,0,100,0,0
520310,2858650,1.777777778,70.22222222,28,0,0
520340,2858650,0,100,0,0,0
520370,2858650,9.333333333,89.77777778,0.444444444,0.444444444,0
520400,2858650,0.444444444,88.88888889,10.66666667,0,0
520430,2858650,1.333333333,96.88888889,1.777777778,0,0
520460,2858650,2.666666667,67.55555556,29.77777778,0,0
520490,2858650,17.77777778,30.66666667,51.55555556,0,0
520520,2858650,18.66666667,4,77.33333333,0,0
520550,2858650,1.333333333,39.55555556,59.11111111,0,0
520580,2858650,0,100,0,0,0
520610,2858650,12,58.22222222,29.77777778,0,0
520640,2858650,0.444444444,0,99.55555556,0,0
520670,2858650,5.333333333,7.555555556,87.11111111,0,0
520700,2858650,0,0,100,0,0
520730,2858650,0,9.333333333,90.66666667,0,0
520760,2858650,0,81.77777778,18.22222222,0,0
520790,2858650,3.111111111,0,96.88888889,0,0
520820,2858650,0,0,100,0,0
520850,2858650,0,0,100,0,0
520880,2858650,0,0,100,0,0
520910,2858650,0,24,76,0,0
520940,2858650,4.444444444,20.88888889,74.66666667,0,0
520970,2858650,5.777777778,89.33333333,4.888888889,0,0
521000,2858650,0,12.88888889,87.11111111,0,0
521030,2858650,0.444444444,0,99.55555556,0,0
521060,2858650,0,3.111111111,96.88888889,0,0
521090,2858650,0,8.444444444,91.55555556,0,0
521120,2858650,0.444444444,43.55555556,48,8,0
521150,2858650,6.666666667,31.55555556,0,61.77777778,0
521180,2858650,2.666666667,55.11111111,0,42.22222222,0
521210,2858650,33.33333333,1.333333333,0,65.33333333,0
521240,2858650,68.88888889,0,0,31.11111111,0
521270,2858650,78.22222222,0,0,21.77777778,0
521300,2858650,89.77777778,0,0,10.22222222,0
521330,2858650,89.33333333,0.888888889,3.555555556,6.222222222,0
521360,2858650,59.11111111,23.55555556,4,13.33333333,0
521390,2858650,8.888888889,76,15.11111111,0,0
521420,2858650,0,14.66666667,85.33333333,0,0
521450,2858650,45.77777778,11.11111111,43.11111111,0,0
521480,2858650,39.11111111,56.88888889,4,0,0
521510,2858650,17.33333333,81.33333333,1.333333333,0,0
521540,2858650,0.444444444,41.77777778,57.77777778,0,0
521570,2858650,2.222222222,7.111111111,90.66666667,0,0
521600,2858650,0,0,100,0,0
521630,2858650,0,63.11111111,36.88888889,0,0
521660,2858650,4.888888889,95.11111111,0,0,0
521690,2858650,8.444444444,91.55555556,0,0,0
521720,2858650,12,88,0,0,0
521750,2858650,7.111111111,92.88888889,0,0,0
521780,2858650,0.444444444,99.11111111,0.444444444,0,0
521810,2858650,4.888888889,77.77777778,17.33333333,0,0
521840,2858650,2.222222222,95.11111111,2.666666667,0,0
521870,2858650,8,90.22222222,1.777777778,0,0
521900,2858650,6.666666667,87.11111111,6.222222222,0,0
521930,2858650,1.777777778,27.11111111,71.11111111,0,0
521960,2858650,0,40.88888889,59.11111111,0,0
521990,2858650,10.22222222,79.55555556,1.777777778,8.444444444,0
522020,2858650,0,6.222222222,93.77777778,0,0
522050,2858650,0,0,100,0,0
522080,2858650,1.333333333,25.77777778,68.88888889,4,0
522110,2858650,2.222222222,26.22222222,69.33333333,2.222222222,0
522140,2858650,0,6.222222222,93.77777778,0,0
522170,2858650,6.222222222,82.66666667,11.11111111,0,0
522200,2858650,0,52,48,0,0
522230,2858650,0,0,100,0,0
522260,2858650,0,0,100,0,0
522290,2858650,0.888888889,7.555555556,91.55555556,0,0
522320,2858650,0.888888889,81.33333333,3.555555556,14.22222222,0
522350,2858650,16.44444444,5.777777778,0,77.33333333,0.444444444
522380,2858650,40.88888889,15.55555556,0.444444444,43.11111111,0
522410,2858650,2.222222222,69.33333333,22.22222222,6.222222222,0
522440,2858650,0,0,100,0,0
522470,2858650,0.444444444,0,99.55555556,0,0
522500,2858650,0,0,100,0,0
522530,2858650,0,0,100,0,0
522560,2858650,0,0,100,0,0
522590,2858650,0,67.55555556,32.44444444,0,0
522620,2858650,0,100,0,0,0
522650,2858650,0,100,0,0,0
522680,2858650,0,7.555555556,92.44444444,0,0
522710,2858650,0,0,100,0,0
522740,2858650,0.444444444,8.444444444,91.11111111,0,0
522770,2858650,0,26.22222222,73.77777778,0,0
522800,2858650,0,0,100,0,0
522830,2858650,0,0,100,0,0
522860,2858650,0,0,100,0,0
522890,2858650,0.444444444,10.22222222,89.33333333,0,0
522920,2858650,0,0,100,0,0
522950,2858650,0.888888889,23.55555556,71.55555556,4,0
522980,2858650,0.888888889,25.77777778,72,1.333333333,0
523010,2858650,0,0,100,0,0
523040,2858650,0.444444444,15.11111111,84.44444444,0,0
523070,2858650,0,45.33333333,54.66666667,0,0
523100,2858650,0.444444444,86.66666667,12.88888889,0,0
523130,2858650,0,88.44444444,11.55555556,0,0
523160,2858650,0,82.22222222,17.77777778,0,0
523190,2858650,0,14.66666667,85.33333333,0,0
523220,2858650,0,1.777777778,98.22222222,0,0
523250,2858650,0,0.888888889,99.11111111,0,0
523280,2858650,2.222222222,0.888888889,96.88888889,0,0
523310,2858650,7.111111111,43.55555556,49.33333333,0,0
523340,2858650,38.22222222,58.66666667,3.111111111,0,0
523370,2858650,50.22222222,15.55555556,34.22222222,0,0
523400,2858650,16,18.22222222,65.77777778,0,0
523430,2858650,15.55555556,52,32.44444444,0,0
523460,2858650,10.22222222,50.66666667,39.11111111,0,0
523490,2858650,2.666666667,82.22222222,15.11111111,0,0
523520,2858650,0.444444444,0,99.55555556,0,0
523550,2858650,0,3.555555556,96.44444444,0,0
523580,2858650,0,0,100,0,0
523610,2858650,0,0,100,0,0
523640,2858650,3.111111111,34.66666667,62.22222222,0,0
523670,2858650,2.666666667,87.11111111,5.333333333,4.888888889,0
523700,2858650,24.88888889,73.77777778,1.333333333,0,0
523730,2858650,40.44444444,55.11111111,4.444444444,0,0
523760,2858650,61.33333333,36.88888889,1.777777778,0,0
523790,2858650,41.33333333,29.77777778,28.88888889,0,0
523820,2858650,0.444444444,8.444444444,91.11111111,0,0
523850,2858650,5.333333333,22.66666667,72,0,0
523880,2858650,11.11111111,35.55555556,53.33333333,0,0
523910,2858650,9.777777778,23.55555556,66.66666667,0,0
523940,2858650,22.66666667,50.66666667,26.66666667,0,0
523970,2858650,4.444444444,56.88888889,38.66666667,0,0
524000,2858650,12,16.44444444,71.55555556,0,0
524030,2858650,23.55555556,76,0.444444444,0,0
524060,2858650,2.222222222,97.33333333,0,0.444444444,0
524090,2858650,0,18.66666667,81.33333333,0,0
524120,2858650,4.444444444,31.55555556,64,0,0
524150,2858650,5.777777778,91.11111111,3.111111111,0,0
524180,2858650,24.44444444,61.77777778,13.77777778,0,0
524210,2858650,23.11111111,71.11111111,5.777777778,0,0
524240,2858650,22.22222222,77.77777778,0,0,0
524270,2858650,91.11111111,7.111111111,1.777777778,0,0
524300,2858650,68.88888889,20,11.11111111,0,0
524330,2858650,83.55555556,3.111111111,13.33333333,0,0
524360,2858650,46.22222222,52,1.777777778,0,0
524390,2858650,12,86.66666667,1.333333333,0,0
524420,2858650,8,44,48,0,0
524450,2858650,60.88888889,7.555555556,31.55555556,0,0
524480,2858650,52.88888889,47.11111111,0,0,0
524510,2858650,6.666666667,91.55555556,0,1.777777778,0
524540,2858650,24,75.11111111,0.888888889,0,0
524570,2858650,24.88888889,71.55555556,3.555555556,0,0
524600,2858650,10.22222222,88.88888889,0,0.888888889,0
524630,2858650,0.888888889,38.66666667,60.44444444,0,0
524660,2858650,0,0,100,0,0
524690,2858650,0,0,100,0,0
524720,2858650,0,0,100,0,0
524750,2858650,0,0,100,0,0
524780,2858650,0.888888889,25.77777778,73.33333333,0,0
524810,2858650,0,16.44444444,83.55555556,0,0
524840,2858650,2.666666667,1.777777778,95.55555556,0,0
524870,2858650,0,1.777777778,98.22222222,0,0
524900,2858650,0.888888889,0,99.11111111,0,0
524930,2858650,23.11111111,17.33333333,59.55555556,0,0
524960,2858650,5.777777778,23.11111111,71.11111111,0,0
524990,2858650,9.777777778,0,90.22222222,0,0
525020,2858650,20.88888889,6.222222222,72.88888889,0,0
525050,2858650,0,0.444444444,99.55555556,0,0
525080,2858650,2.222222222,24,71.55555556,2.222222222,0
525110,2858650,15.55555556,65.33333333,2.222222222,16.88888889,0
525140,2858650,17.77777778,72,0,8.888888889,1.333333333
525170,2858650,0,40.44444444,59.55555556,0,0
525200,2858650,0.444444444,16,83.55555556,0,0
525230,2858650,1.333333333,10.22222222,88.44444444,0,0
525260,2858650,43.11111111,46.66666667,10.22222222,0,0
525290,2858650,3.111111111,65.77777778,31.11111111,0,0
525320,2858650,0,5.777777778,94.22222222,0,0
525350,2858650,0,0,100,0,0
525380,2858650,0,0,100,0,0
525410,2858650,0,0,100,0,0
525440,2858650,0,0,100,0,0
525470,2858650,2.666666667,11.55555556,85.77777778,0,0
525500,2858650,6.666666667,55.55555556,37.77777778,0,0
525530,2858650,26.66666667,54.22222222,19.11111111,0,0
525560,2858650,48.88888889,27.55555556,23.55555556,0,0
525590,2858650,20,63.11111111,16.88888889,0,0
525620,2858650,8.888888889,80,11.11111111,0,0
525650,2858650,48.88888889,47.55555556,3.555555556,0,0
525680,2858650,27.55555556,48.88888889,23.55555556,0,0
525710,2858650,0,0,100,0,0
525740,2858650,0,1.333333333,98.66666667,0,0
525770,2858650,7.111111111,9.333333333,83.55555556,0,0
525800,2858650,16.44444444,3.555555556,80,0,0
525830,2858650,48.44444444,20,31.55555556,0,0
525860,2858650,7.555555556,21.33333333,71.11111111,0,0
525890,2858650,0.444444444,26.66666667,72.88888889,0,0
525920,2858650,9.333333333,18.66666667,72,0,0
525950,2858650,6.666666667,77.33333333,13.33333333,2.666666667,0
525980,2858650,10.66666667,25.33333333,2.222222222,61.77777778,0
526010,2858650,1.333333333,0.444444444,0,98.22222222,0
526040,2858650,16,0.444444444,0,83.55555556,0
526070,2858650,40,0,0,60,0
526100,2858650,1.777777778,0,0,98.22222222,0
526130,2858650,3.111111111,0,0,96.88888889,0
526160,2858650,0,0,0,100,0
526190,2858650,1.333333333,0,0,98.22222222,0.444444444
526220,2858650,0,0,0,100,0
526250,2858650,0,0,0,100,0
526280,2858650,0.444444444,0,0,98.22222222,1.333333333
526310,2858650,4.444444444,0,0,94.66666667,0.888888889
526340,2858650,2.666666667,0,0,91.11111111,6.222222222
526370,2858650,1.333333333,0,0,96.44444444,2.222222222
526400,2858650,0,0,0,94.66666667,5.333333333
526430,2858650,0,0,0,91.11111111,8.888888889
526460,2858650,0,0,0,76,24
526490,2858650,0,0,0,97.77777778,2.222222222
526520,2858650,0,0,0,96,4
526550,2858650,1.777777778,0,0,96,2.222222222
526580,2858650,0,0,0,87.55555556,12.44444444
526610,2858650,0.888888889,0,0,93.77777778,5.333333333
526640,2858650,0,0,0,99.55555556,0.444444444
526670,2858650,0,0,0,99.55555556,0.444444444
526700,2858650,1.333333333,0,0,96.44444444,2.222222222
526730,2858650,1.333333333,0,0,97.33333333,1.333333333
526760,2858650,3.111111111,0,0,94.22222222,2.666666667
526790,2858650,0,0,0,99.55555556,0.444444444
526820,2858650,0,0,0,100,0
526850,2858650,0,0,0,100,0
526880,2858650,0,0,0,100,0
526910,2858650,1.777777778,0,0,98.22222222,0
526940,2858650,7.555555556,0,0,92.44444444,0
526970,2858650,0.444444444,0,6.666666667,92.88888889,0
518000,2858680,16.44444444,76,7.555555556,0,0
518030,2858680,3.555555556,69.33333333,27.11111111,0,0
518060,2858680,26.22222222,34.22222222,39.55555556,0,0
518090,2858680,78.66666667,21.33333333,0,0,0
518120,2858680,84.88888889,15.11111111,0,0,0
518150,2858680,75.55555556,24.44444444,0,0,0
518180,2858680,5.333333333,94.66666667,0,0,0
518210,2858680,0,100,0,0,0
518240,2858680,5.777777778,92.88888889,1.333333333,0,0
518270,2858680,18.22222222,15.55555556,66.22222222,0,0
518300,2858680,43.55555556,26.66666667,29.77777778,0,0
518330,2858680,1.777777778,0,98.22222222,0,0
518360,2858680,1.333333333,0,98.66666667,0,0
518390,2858680,0,0,100,0,0
518420,2858680,0,0,100,0,0
